pvm;pvm;;Omat sijoitukset ed. merk.;nordnet;OP osakkeet;TAPIOLA;S - sijoitus;osak-keet yht.;Kaikki Lainat;tulotili - visa ja jatkuva luotto;Tulotili;elatustili;tavoitetili;S - pankki;OP GOLD;Tilit yht;Tilit+ osakkeet yht;VISA;Jakuva luottotili;asuntolaina;asuntolaina (peruskorjaus);AUTOLAINA;ASUNTOLAINA yht;visa + OP GOLD + luottotili;lasten sijoitusrahastoon;;huom.;OsakeOstot;Myynti;Siirrto arvo-osuustilille;Siirto arvo-osuustililtä;Osinko;omaisuus - lainat;LAINALYHENNYS+KORKO KK;kulutus kuukaudessa;vuosikehitys %;vuosikehitys euroissa;kehitys 2017 asti;Tulotilin kk seu-ranta %;Tuohi-kortti;ASUNTOLAINA remontti;Tulotilin kuukausi seuranta;op osakekaupankäynti raha ei vielä tilillä;Isot hankinnat;OSINGOT nordnet;OSINGOT op;RAHASTOT;Autolaina tulotilillä;;;;;
04.01.22;04.01.22;ti;7,19 %;25 653;8 738;2 950;560;37 901;48 148;2 668;4 491;599;302;133;;5 525;43 426;0;1 823;18 099;9 186;19 040;27 285;1 823;3 240;;;;;Siirto opsta nordnettiin 2000€;;;41 603;;-2519,0;16,5 %;6 254;-31,60 %;-184,2 %;;;;;;;;;;;454;360;337,1;
05.01.22;05.01.22;ke;-0,82 %;25 351;8 695;2 962;582;37 590;47 413;1 795;3 638;599;302;133;;4 672;42 262;20;1 823;17 730;9 068;18 772;26 798;1 843;3 240;;;Osto Fortum 40@26,33;;;;;40 419;;-1666,0;15,8 %;5 943;-32,68 %;-130,3 %;;;;;;;;;;;455;360;337,75;
07.01.22;07.01.22;pe;-0,48 %;25 197;8 673;2 962;577;37 409;47 504;1 654;3 588;599;327;133;;4 647;42 056;111;1 823;17 730;9 068;18 772;26 798;1 934;3 240;;;;;;;;40 122;;-1641,0;15,4 %;5 762;-33,33 %;-127,1 %;;;;;;;;;;;456;360;338,4;
10.01.22;10.01.22;MA;-0,94 %;24 910;8 616;2 962;571;37 059;47 559;1 371;3 360;599;327;152;;4 438;41 497;166;1 823;17 730;9 068;18 772;26 798;1 989;3 240;;;;;;;;39 508;;-1432,0;14,6 %;5 412;-34,59 %;-112,7 %;;;;;;;;;;;457;360;339,05;
11.01.22;11.01.22;ti;0,45 %;25 057;8 637;2 962;571;37 227;47 559;1 364;3 353;599;327;152;;4 431;41 658;166;1 823;17 730;9 068;18 772;26 798;1 989;3 240;;;;;;;;39 669;;-1425,0;15,0 %;5 580;-33,98 %;-112,2 %;;;;;;;;;;;458;360;339,7;
12.01.22;12.01.22;ke;1,36 %;25 384;8 871;2 906;571;37 732;47 622;1 301;3 353;599;327;152;;4 431;42 163;229;1 823;17 730;9 068;18 772;26 798;2 052;3 240;;;;;;;;40 111;;-1425,0;16,1 %;6 085;-32,18 %;-112,2 %;;;;;;;;;;;459;360;340,35;
13.01.22;13.01.22;to;0,95 %;25 609;9 001;2 906;574;38 090;47 622;1 264;3 316;599;327;152;;4 394;42 484;229;1 823;17 730;9 068;18 772;26 798;2 052;3 240;;Irtisanoin lähi tapiola sijoituksen;;;;;;40 432;;-1388,0;16,9 %;6 443;-30,94 %;-109,9 %;;;;;;;;;;;460;360;341;
14.01.22;14.01.22;pe;-1,37 %;25 295;8 797;2 906;570;37 568;47 622;1 213;3 265;199;327;152;;3 943;41 511;229;1 823;17 730;9 068;18 772;26 798;2 052;3 240;;Maksoin tyttöjen passit. Silti maksoin elatusapua 400€;;;;;;39 459;;-937,0;15,8 %;5 921;-32,76 %;-106,6 %;;;;;;;;;;;461;360;341,65;
17.01.22;17.01.22;MA;0,15 %;25 354;8 797;2 906;567;37 624;47 622;1 007;3 059;199;327;152;;3 737;41 361;229;1 823;17 730;9 068;18 772;26 798;2 052;3 360;;;;;;;;39 309;;-731,0;15,9 %;5 977;-32,56 %;-93,6 %;;;;;;;;;;;462;360;342,3;
18.01.22;18.01.22;ti;-2,75 %;24 807;8 488;0;567;36 591;47 622;3 681;5 733;199;327;152;;6 411;43 002;229;1 823;17 730;9 068;18 772;26 798;2 052;3 360;;Lähi Tapiola maksoi tilille 2729€ sijoitusvakuutus loppui.;;;;;;40 950;;-3405,0;13,5 %;4 944;-36,31 %;-262,8 %;;;;;;;;;;;463;360;342,95;
19.01.22;19.01.22;ke;-1,27 %;24 489;8 344;0;565;36 127;47 645;3 624;5 699;199;327;152;;6 377;42 504;252;1 823;17 730;9 068;18 772;26 798;2 075;3 360;;;;;;;;40 429;;-3371,0;12,4 %;4 480;-38,06 %;-260,7 %;;;;;;;;;;;464;360;343,6;
20.01.22;20.01.22;to;-0,34 %;24 409;8 304;0;563;36 005;47 705;3 500;5 635;199;327;152;;6 313;42 318;312;1 823;17 730;9 068;18 772;26 798;2 135;3 360;;;;;;;;40 183;;-3307,0;12,1 %;4 358;-38,53 %;-256,6 %;;;;;;;;;;;465;360;344,25;
21.01.22;21.01.22;pe;-1,63 %;26 799;8 054;0;564;35 417;47 705;328;2 463;199;327;152;;3 141;38 558;312;1 823;17 730;9 068;18 772;26 798;2 135;3 360;;;;;Siirto 3000€nordnettiin;;;36 423;;-135,0;10,6 %;3 770;-40,83 %;-55,9 %;;;;;;;;;;;466;360;344,9;
24.01.22;24.01.22;MA;-3,47 %;25 872;7 760;0;556;34 188;47 708;275;2 413;199;327;152;;3 091;37 279;315;1 823;17 730;9 068;18 772;26 798;2 138;3 360;;Pörssilaskua ympäri maailmaa;;;;;;35 141;;-85,0;7,4 %;2 541;-45,89 %;-52,7 %;;;;;;;;;;;467;360;345,55;
25.01.22;25.01.22;ti;1,97 %;26 307;8 005;0;548;34 860;47 908;75;2 413;199;327;152;;3 091;37 951;564;1 774;17 730;9 068;18 772;26 798;2 338;3 360;;Tilasin Vox adil mini vahvistmen 249€;Osto Fortum 50@23,76;;;;;35 613;;-85,0;9,2 %;3 213;-43,08 %;-52,7 %;;;;;;;;;;;468;360;346,2;
26.01.22;26.01.22;ke;2,16 %;26 837;8 227;0;549;35 613;47 917;-2;2 345;199;327;152;;3 023;38 636;573;1 774;17 730;9 068;18 772;26 798;2 347;3 360;;;;;;;;36 289;;-17,0;11,1 %;3 966;-40,05 %;-48,4 %;;;;;;;;;;;469;360;346,85;
27.01.22;27.01.22;to;1,07 %;27 050;8 392;0;552;35 994;47 917;-100;2 247;199;327;152;;2 925;38 919;573;1 774;17 730;9 068;18 772;26 798;2 347;3 360;;;;;;;;36 572;;81,0;12,1 %;4 347;-38,57 %;-42,2 %;;;;;;;;;;;470;360;347,5;
31.01.22;31.01.22;MA;-0,72 %;26 910;8 271;0;555;35 736;47 944;-190;2 184;199;327;152;;2 862;38 598;600;1 774;17 730;9 068;18 772;26 798;2 374;3 360;;;;;;;;36 224;;144,0;11,4 %;4 089;-39,57 %;-38,2 %;;;;;;;;;;;471;360;348,15;
01.02.22;01.02.22;ti;1,72 %;27 300;8 488;0;561;36 349;48 049;2 256;4 735;199;327;152;;5 413;41 762;705;1 774;17 730;9 068;18 772;26 798;2 479;3 360;;;;;;;;39 283;;-2407,0;12,9 %;4 702;-37,21 %;-199,7 %;;;;;;;;;;;472;360;348,8;
02.02.22;02.02.22;ke;0,00 %;27 348;8 437;0;564;36 349;47 344;1 769;3 543;650;327;152;;4 672;41 021;0;1 774;17 730;9 068;18 772;26 798;1 774;3 360;;;;;;;;39 247;;-1666,0;12,9 %;4 702;-37,21 %;-124,2 %;;;;;;;;;;;473;360;349,45;
03.02.22;03.02.22;to;-0,99 %;27 151;8 273;0;564;35 988;47 359;1 624;3 413;650;327;152;;4 542;40 530;15;1 774;17 730;9 068;18 772;26 798;1 789;3 360;;;Osto Nordea 100@10,444, Osto Outokumpu 200@5,982;;;;;38 741;;-1536,0;12,1 %;4 341;-38,59 %;-116,0 %;;;;;;;;;;;474;360;350,1;
04.02.22;04.02.22;pe;-0,89 %;26 905;8 189;0;574;35 668;46 605;605;2 394;650;352;152;;3 548;39 216;15;1 774;17 361;8 951;18 504;26 312;1 789;3 360;;Lasten huoneen seinä remontti;;;;;;37 427;;-542,0;11,3 %;4 021;-39,83 %;-51,5 %;;;;;;;;;;;475;360;350,75;
07.02.22;07.02.22;MA;0,91 %;27 106;8 312;0;574;35 992;46 605;605;2 394;650;352;152;;3 548;39 540;15;1 774;17 361;8 951;18 504;26 312;1 789;3 360;;;;;;;;37 751;;-542,0;12,1 %;4 345;-38,58 %;-51,5 %;;;;;;;;;;;476;360;351,4;
08.02.22;08.02.22;ti;1,20 %;27 397;8 453;0;573;36 423;46 605;468;2 257;650;352;152;;3 411;39 834;15;1 774;17 361;8 951;18 504;26 312;1 789;3 360;;;;;;;;38 045;;-405,0;13,1 %;4 776;-36,94 %;-42,8 %;;;;;;;;;;;477;360;352,05;
09.02.22;09.02.22;ke;0,74 %;27 599;8 517;0;575;36 691;46 356;395;1 935;650;352;132;;3 069;39 760;-234;1 774;17 361;8 951;18 504;26 312;1 540;3 360;;;;;;;;38 220;;-63,0;13,7 %;5 044;-35,94 %;-22,5 %;;;;;;;;;;;478;360;352,7;
10.02.22;10.02.22;to;-1,04 %;27 388;8 338;0;582;36 308;46 397;354;1 935;650;352;148;;3 085;39 393;-193;1 774;17 361;8 951;18 504;26 312;1 581;3 360;;;;;;;;37 812;;-79,0;12,8 %;4 661;-37,37 %;-22,5 %;;;;;;;;;;;479;360;353,35;
11.02.22;11.02.22;pe;-0,21 %;27 314;8 341;0;577;36 232;46 427;275;1 886;650;352;148;;3 036;39 268;-163;1 774;17 361;8 951;18 504;26 312;1 611;3 360;;;;;;;;37 657;;-30,0;12,7 %;4 585;-37,66 %;-19,4 %;;;;;;;;;;;480;360;354;
14.02.22;14.02.22;MA;-3,02 %;26 436;8 127;0;573;35 136;46 427;275;1 886;650;352;148;;3 036;38 172;-163;1 774;17 361;8 951;18 504;26 312;1 611;3 360;;;;;;;;36 561;;-30,0;9,9 %;3 489;-41,95 %;-19,4 %;;;;;;;;;;;481;360;354,65;
15.02.22;15.02.22;ti;0,36 %;26 551;8 139;0;571;35 261;46 427;69;1 680;250;352;148;;2 430;37 691;-163;1 774;17 361;8 951;18 504;26 312;1 611;3 360;;;;;;;;36 080;;576,0;10,2 %;3 614;-41,45 %;-6,3 %;;;;;;;;;;;482;360;355,3;
16.02.22;16.02.22;ke;-0,29 %;26 446;8 137;0;576;35 159;46 429;-32;1 581;250;352;148;;2 331;37 490;-161;1 774;17 361;8 951;18 504;26 312;1 613;3 480;;;;;;;;35 877;;675,0;10,0 %;3 512;-41,86 %;-0,1 %;;;;;;;;;;;483;360;355,95;
17.02.22;17.02.22;to;-1,37 %;26 099;8 001;0;576;34 676;46 429;-73;1 540;250;352;148;;2 290;36 966;-161;1 774;17 361;8 951;18 504;26 312;1 613;3 480;;;;;;;;35 353;;716,0;8,7 %;3 029;-43,83 %;2,5 %;;;;;;;;;;;484;360;356,6;
18.02.22;18.02.22;pe;0,15 %;26 068;8 085;0;576;34 729;46 429;-123;1 490;250;352;148;;2 240;36 969;-161;1 774;17 361;8 951;18 504;26 312;1 613;3 480;;;;;;;;35 356;;766,0;8,9 %;3 082;-43,61 %;5,7 %;;;;;;;;;;;485;360;357,25;
21.02.22;21.02.22;MA;-1,44 %;25 638;8 016;0;576;34 230;46 429;-301;1 312;250;352;148;;2 062;36 292;-161;1 774;17 361;8 951;18 504;26 312;1 613;3 480;;;;;;;;34 679;;944,0;7,5 %;2 583;-45,71 %;17,0 %;;;;;;;;;;;486;360;357,9;
22.02.22;22.02.22;ti;-0,44 %;25 497;8 018;0;564;34 079;46 429;-351;1 262;250;352;148;;2 012;36 091;-161;1 774;17 361;8 951;18 504;26 312;1 613;3 480;;;;;;;;34 478;;994,0;7,1 %;2 432;-46,35 %;20,1 %;;;;;;;;;;;487;360;358,55;
23.02.22;23.02.22;ke;-1,15 %;25 127;7 999;0;561;33 687;46 429;-395;1 218;250;352;148;;1 968;35 655;-161;1 774;17 361;8 951;18 504;26 312;1 613;3 480;;Ukrainan sota. Putin hyökkäsi.;;;;;;34 042;;1038,0;6,1 %;2 040;-48,06 %;22,9 %;;;;;;;;;;;488;360;359,2;
24.02.22;24.02.22;to;-4,34 %;23 900;7 765;0;561;32 226;46 429;-395;1 218;250;352;148;;1 968;34 194;-161;1 774;17 361;8 951;18 504;26 312;1 613;3 480;;;;;;;;32 581;;1038,0;1,8 %;579;-54,77 %;22,9 %;;;;;;;;;;;489;360;359,85;
25.02.22;25.02.22;pe;2,65 %;24 622;7 901;0;556;33 079;46 429;-565;1 048;250;352;148;;1 798;34 877;-161;1 774;17 361;8 951;18 504;26 312;1 613;3 480;;;;;;;;33 264;;1208,0;4,3 %;1 432;-50,78 %;33,7 %;;;;;;;;;;;490;360;360,5;
28.02.22;28.02.22;MA;-1,43 %;24 228;7 821;0;556;32 605;46 429;-565;1 048;250;352;148;;1 798;34 403;-161;1 774;17 361;8 951;18 504;26 312;1 613;3 480;;;;;;;;32 790;;1208,0;2,9 %;958;-52,97 %;33,7 %;;;;;;;;;;;491;360;361,15;
01.03.22;01.03.22;ti;-4,32 %;23 082;7 553;0;563;31 198;46 429;-565;1 048;250;352;148;;1 798;32 996;-161;1 774;17 361;8 951;18 504;26 312;1 613;3 480;;;;;;;;31 383;;1208,0;-1,4 %;-449;-59,87 %;33,7 %;;;;;;;;;;;492;360;361,8;
02.03.22;02.03.22;ke;-1,11 %;22 867;7 425;0;559;30 851;46 429;1 900;3 513;250;352;148;;4 263;35 114;-161;1 774;17 361;8 951;18 504;26 312;1 613;3 480;;;;;;;;33 501;;-1257,0;-2,6 %;-796;-61,67 %;-122,3 %;;;;;;;;;;;493;360;362,45;
03.03.22;03.03.22;to;-2,25 %;22 269;7 304;0;583;30 156;46 429;1 831;3 444;250;352;148;;4 194;34 350;-161;1 774;17 361;8 951;18 504;26 312;1 613;3 480;;;;;;;;32 737;;-1188,0;-4,9 %;-1 491;-65,39 %;-118,0 %;;;;;;;;;;;494;360;363,1;
